,pokedex_number,name,generation,status,species,type_number,type_1,type_2,height_m,weight_kg,abilities_number,ability_1,total_points,hp,attack,defense,sp_attack,sp_defense,speed
649,555,Darmanitan Standard Mode,5,Normal,Blazing Pokémon,1,Fire,,1.3,92.9,2,Sheer Force,480,105,140,,30,55,95
650,555,Darmanitan Zen Mode,5,Normal,Blazing Pokémon,2,Fire,Psychic,1.3,92.9,2,Sheer Force,540,105,30,,140,105,55
651,555,Darmanitan Galarian Standard Mode,5,Normal,Zen Charm Pokémon,1,Ice,,1.7,120,2,Gorilla Tactics,480,105,140,,30,55,95
652,555,Darmanitan Galarian Zen Mode,5,Normal,Zen Charm Pokémon,2,Ice,Fire,1.7,120,2,Gorilla Tactics,540,105,160,,30,55,135
653,556,Maractus,5,Normal,Cactus Pokémon,1,Grass,,1,28,3,Water Absorb,461,75,86,,106,67,60
654,557,Dwebble,5,Normal,Rock Inn Pokémon,2,Bug,Rock,0.3,14.5,3,Sturdy,325,50,65,,35,35,55
655,558,Crustle,5,Normal,Stone Home Pokémon,2,Bug,Rock,1.4,200,3,Sturdy,485,70,105,,65,75,45
656,559,Scraggy,5,Normal,Shedding Pokémon,2,Dark,Fighting,0.6,11.8,3,Shed Skin,348,50,75,,35,70,48
657,560,Scrafty,5,Normal,Hoodlum Pokémon,2,Dark,Fighting,1.1,30,3,Shed Skin,488,65,90,,45,115,58
658,561,Sigilyph,5,Normal,Avianoid Pokémon,2,Psychic,Flying,1.4,14,3,Wonder Skin,490,72,58,,103,80,97
659,562,Yamask,5,Normal,Spirit Pokémon,1,Ghost,,0.5,1.5,1,Mummy,303,38,30,85,55,65,30
660,562,Galarian Yamask,5,Normal,Spirit Pokémon,2,Ground,Ghost,0.5,1.5,1,Wandering Spirit,303,38,55,85,30,65,30
661,563,Cofagrigus,5,Normal,Coffin Pokémon,1,Ghost,,1.7,76.5,1,Mummy,483,58,50,145,95,105,30
662,564,Tirtouga,5,Normal,Prototurtle Pokémon,2,Water,Rock,0.7,16.5,3,Solid Rock,355,54,78,,53,45,22
663,565,Carracosta,5,Normal,Prototurtle Pokémon,2,Water,Rock,1.2,81,3,Solid Rock,495,,108,,83,65,32
664,566,Archen,5,Normal,First Bird Pokémon,2,Rock,Flying,0.5,9.5,1,Defeatist,401,55,112,,74,45,70
665,567,Archeops,5,Normal,First Bird Pokémon,2,Rock,Flying,1.4,32,1,Defeatist,567,75,140,,112,65,110
666,568,Trubbish,5,Normal,Trash Bag Pokémon,1,Poison,,0.6,31,3,Stench,329,50,50,,40,62,65
667,569,Garbodor,5,Normal,Trash Heap Pokémon,1,Poison,,1.9,107.3,3,Stench,474,80,95,,60,82,75
668,570,Zorua,5,Normal,Tricky Fox Pokémon,1,Dark,,0.7,12.5,1,Illusion,330,40,65,,80,40,65
669,571,Zoroark,5,Normal,Illusion Fox Pokémon,1,Dark,,1.6,81.1,1,Illusion,510,60,105,,120,60,105
670,572,Minccino,5,Normal,Chinchilla Pokémon,1,Normal,,0.4,5.8,3,Cute Charm,300,55,50,,40,40,75
671,573,Cinccino,5,Normal,Scarf Pokémon,1,Normal,,0.5,7.5,3,Cute Charm,470,75,95,,65,60,115
672,574,Gothita,5,Normal,Fixation Pokémon,1,Psychic,,0.4,5.8,3,Frisk,290,45,30,,55,65,45
673,575,Gothorita,5,Normal,Manipulate Pokémon,1,Psychic,,0.7,18,3,Frisk,390,60,45,,75,85,55
674,576,Gothitelle,5,Normal,Astral Body Pokémon,1,Psychic,,1.5,44,3,Frisk,490,70,55,95,95,110,65
675,577,Solosis,5,Normal,Cell Pokémon,1,Psychic,,0.3,1,3,Overcoat,290,45,30,40,105,50,20
676,578,Duosion,5,Normal,Mitosis Pokémon,1,Psychic,,0.6,8,3,Overcoat,370,65,40,50,125,60,30
677,579,Reuniclus,5,Normal,Multiplying Pokémon,1,Psychic,,1,20.1,3,Overcoat,490,110,65,75,125,85,30
678,580,Ducklett,5,Normal,Water Bird Pokémon,2,Water,Flying,0.5,5.5,3,Keen Eye,305,62,44,50,44,50,55
679,581,Swanna,5,Normal,White Bird Pokémon,2,Water,Flying,1.3,24.2,3,Keen Eye,473,75,87,63,87,63,98
680,582,Vanillite,5,Normal,Fresh Snow Pokémon,1,Ice,,0.4,5.7,3,Ice Body,305,36,50,50,65,60,44
681,583,Vanillish,5,Normal,Icy Snow Pokémon,1,Ice,,1.1,41,3,Ice Body,395,51,65,65,80,75,59
682,584,Vanilluxe,5,Normal,Snowstorm Pokémon,1,Ice,,1.3,57.5,3,Ice Body,535,71,95,85,110,95,79
683,585,Deerling,5,Normal,Season Pokémon,2,Normal,Grass,0.6,19.5,3,Chlorophyll,335,60,60,50,40,50,75
684,586,Sawsbuck,5,Normal,Season Pokémon,2,Normal,Grass,1.9,92.5,3,Chlorophyll,475,80,100,70,60,70,95
685,587,Emolga,5,Normal,Sky Squirrel Pokémon,2,Electric,Flying,0.4,5,2,Static,428,55,75,60,75,60,103
686,588,Karrablast,5,Normal,Clamping Pokémon,1,Bug,,0.5,5.9,3,Swarm,315,50,75,45,40,45,60
687,589,Escavalier,5,Normal,Cavalry Pokémon,2,Bug,Steel,1,33,3,Swarm,495,70,135,105,60,105,20
688,590,Foongus,5,Normal,Mushroom Pokémon,2,Grass,Poison,0.2,1,2,Effect Spore,294,69,55,45,55,55,15
689,591,Amoonguss,5,Normal,Mushroom Pokémon,2,Grass,Poison,0.6,10.5,2,Effect Spore,464,114,85,70,85,80,30
690,592,Frillish,5,Normal,Floating Pokémon,2,Water,Ghost,1.2,33,3,Water Absorb,335,55,40,50,65,85,40
691,593,Jellicent,5,Normal,Floating Pokémon,2,Water,Ghost,2.2,135,3,Water Absorb,480,100,60,70,85,105,60
692,594,Alomomola,5,Normal,Caring Pokémon,1,Water,,1.2,31.6,3,Healer,470,165,75,80,40,45,65
693,595,Joltik,5,Normal,Attaching Pokémon,2,Bug,Electric,0.1,0.6,3,Compound Eyes,319,50,47,50,57,50,65
694,596,Galvantula,5,Normal,EleSpider Pokémon,2,Bug,Electric,0.8,14.3,3,Compound Eyes,472,70,77,60,97,60,108
695,597,Ferroseed,5,Normal,Thorn Seed Pokémon,2,Grass,Steel,0.6,18.8,2,Iron Barbs,305,44,50,91,24,86,10
696,598,Ferrothorn,5,Normal,Thorn Pod Pokémon,2,Grass,Steel,1,110,2,Iron Barbs,489,74,94,131,54,116,20
697,599,Klink,5,Normal,Gear Pokémon,1,Steel,,0.3,21,3,Plus,300,40,55,70,45,60,30
698,600,Klang,5,Normal,Gear Pokémon,1,Steel,,0.6,51,3,Plus,440,60,80,95,70,85,50
699,601,Klinklang,5,Normal,Gear Pokémon,1,Steel,,0.6,81,3,Plus,520,60,100,,70,85,90
700,602,Tynamo,5,Normal,EleFish Pokémon,1,Electric,,0.2,0.3,1,Levitate,275,35,55,,45,40,60
701,603,Eelektrik,5,Normal,EleFish Pokémon,1,Electric,,1.2,22,1,Levitate,405,65,85,,75,70,40
702,604,Eelektross,5,Normal,EleFish Pokémon,1,Electric,,2.1,80.5,1,Levitate,515,85,115,,105,80,50
703,605,Elgyem,5,Normal,Cerebral Pokémon,1,Psychic,,0.5,9,3,Telepathy,335,55,55,,85,55,30
704,606,Beheeyem,5,Normal,Cerebral Pokémon,1,Psychic,,1,34.5,3,Telepathy,485,75,75,,125,95,40
705,607,Litwick,5,Normal,Candle Pokémon,2,Ghost,Fire,0.3,3.1,3,Flash Fire,275,,30,,65,55,20
706,608,Lampent,5,Normal,Lamp Pokémon,2,Ghost,Fire,0.6,13,3,Flash Fire,370,60,40,,95,60,55
707,609,Chandelure,5,Normal,Luring Pokémon,2,Ghost,Fire,1,34.3,3,Flash Fire,520,60,55,,145,90,80
708,610,Axew,5,Normal,Tusk Pokémon,1,Dragon,,0.6,18,3,Rivalry,320,46,87,,30,40,57
709,611,Fraxure,5,Normal,Axe Jaw Pokémon,1,Dragon,,1,36,3,Rivalry,410,66,117,70,40,50,67
710,612,Haxorus,5,Normal,Axe Jaw Pokémon,1,Dragon,,1.8,105.5,3,Rivalry,540,76,147,90,60,70,97
711,613,Cubchoo,5,Normal,Chill Pokémon,1,Ice,,0.5,8.5,3,Snow Cloak,305,55,70,40,60,40,40
712,614,Beartic,5,Normal,Freezing Pokémon,1,Ice,,2.6,260,3,Snow Cloak,505,95,130,80,70,80,50
713,615,Cryogonal,5,Normal,Crystallizing Pokémon,1,Ice,,1.1,148,1,Levitate,515,80,50,50,95,135,105
714,616,Shelmet,5,Normal,Snail Pokémon,1,Bug,,0.4,7.7,3,Hydration,305,50,40,85,40,65,25
715,617,Accelgor,5,Normal,Shell Out Pokémon,1,Bug,,0.8,25.3,3,Hydration,495,80,70,40,100,60,145
716,618,Stunfisk,5,Normal,Trap Pokémon,2,Ground,Electric,0.7,11,3,Static,471,109,66,84,81,99,32
717,618,Galarian Stunfisk,5,Normal,Trap Pokémon,2,Ground,Steel,0.7,20.5,1,Mimicry,471,109,81,99,66,84,32
718,619,Mienfoo,5,Normal,Martial Arts Pokémon,1,Fighting,,0.9,20,3,Inner Focus,350,45,85,50,55,50,65
719,620,Mienshao,5,Normal,Martial Arts Pokémon,1,Fighting,,1.4,35.5,3,Inner Focus,510,65,125,60,95,60,105
720,621,Druddigon,5,Normal,Cave Pokémon,1,Dragon,,1.6,139,3,Rough Skin,485,77,120,90,60,90,48
721,622,Golett,5,Normal,Automaton Pokémon,2,Grund,Ghost,1,92,3,Iron Fist,303,59,74,50,35,50,35
722,623,Golurk,5,Normal,Automaton Pokémon,2,Grund,Ghost,2.8,330,3,Iron Fist,483,89,124,80,55,80,55
723,624,Pawniard,5,Normal,Sharp Blade Pokémon,2,Dark,Steel,0.5,10.2,3,Defiant,340,45,85,70,40,40,60
724,625,Bisharp,5,Normal,Sword Blade Pokémon,2,Dark,Steel,1.6,70,3,Defiant,490,,125,100,60,70,70
725,626,Bouffalant,5,Normal,Bash Buffalo Pokémon,1,Normal,,1.6,94.6,3,Reckless,490,95,110,95,40,95,55
726,627,Rufflet,5,Normal,Eaglet Pokémon,2,Normal,Flying,0.5,10.5,3,Keen Eye,350,70,83,50,37,50,60
727,628,Braviary,5,Normal,Valiant Pokémon,2,Normal,Flying,1.5,41,3,Keen Eye,510,,123,75,57,75,80
728,629,Vullaby,5,Normal,Diapered Pokémon,2,Dark,Flying,0.5,9,3,Big Pecks,370,70,55,75,45,65,60
729,630,Mandibuzz,5,Normal,Bone Vulture Pokémon,2,Dark,Flying,1.2,39.5,3,Big Pecks,510,110,65,105,55,95,80
730,631,Heatmor,5,Normal,Anteater Pokémon,1,Fire,,1.4,58,3,Gluttony,484,85,97,66,105,66,65
731,632,Durant,5,Normal,Iron Ant Pokémon,2,Bug,Steel,0.3,33,3,Swarm,484,58,109,112,48,48,109
732,633,Deino,5,Normal,Irate Pokémon,2,Dark,Dragon,0.8,17.3,1,Hustle,300,52,65,50,45,50,38
733,634,Zweilous,5,Normal,Hostile Pokémon,2,Dark,Dragon,1.4,50,1,Hustle,420,72,85,70,65,70,58
734,635,Hydreigon,5,Normal,Brutal Pokémon,2,Dark,Dragon,1.8,160,1,Levitate,600,92,105,90,125,90,98
735,636,Larvesta,5,Normal,Torch Pokémon,2,Bug,Fire,1.1,28.8,2,Flame Body,360,55,85,55,50,55,60
736,637,Volcarona,5,Normal,Sun Pokémon,2,Bug,Fire,1.6,46,2,Flame Body,550,85,60,65,135,105,100
737,638,Cobalion,5,Sub Legendary,Iron Will Pokémon,2,Steel,Fighting,2.1,250,1,Justified,580,91,90,129,90,72,108
738,639,Terrakion,5,Sub Legendary,Cavern Pokémon,2,Rock,Fighting,1.9,260,1,Justified,580,91,129,90,72,90,108
739,640,Virizion,5,Sub Legendary,Grassland Pokémon,2,Grass,Fighting,2,200,1,Justified,580,91,90,72,90,129,108
740,641,Tornadus Incarnate Forme,5,Sub Legendary,Cyclone Pokémon,1,Flying,,1.5,63,2,Prankster,580,79,115,70,125,80,111
741,641,Tornadus Therian Forme,5,Sub Legendary,Cyclone Pokémon,1,Flying,,1.4,63,1,Regenerator,580,79,100,80,110,90,121
742,642,Thundurus Incarnate Forme,5,Sub Legendary,Bolt Strike Pokémon,2,Electric,Flying,1.5,61,2,Prankster,580,79,115,70,125,80,111
743,642,Thundurus Therian Forme,5,Sub Legendary,Bolt Strike Pokémon,2,Electric,Flying,3,61,1,Volt Absorb,580,79,105,70,145,80,101
744,643,Reshiram,5,Legendary,Vast White Pokémon,2,Dragon,Fire,3.2,330,1,Turboblaze,680,100,120,100,150,120,90
745,644,Zekrom,5,Legendary,Deep Black Pokémon,2,Dragon,Electric,2.9,345,1,Teravolt,680,100,150,120,120,100,90
746,645,Landorus Incarnate Forme,5,Sub Legendary,Abundance Pokémon,2,Ground,Flying,1.5,68,2,Sand Force,600,89,125,90,115,80,101
747,645,Landorus Therian Forme,5,Sub Legendary,Abundance Pokémon,2,Ground,Flying,1.3,68,1,Intimidate,600,,145,90,105,80,91
748,646,Kyurem,5,Legendary,Boundary Pokémon,2,Dragon,Ice,3,325,1,Pressure,660,125,130,90,130,90,95
749,646,Black Kyurem,5,Legendary,Boundary Pokémon,2,Dragon,Ice,3.3,325,1,Teravolt,700,125,170,100,120,90,95
750,646,White Kyurem,5,Legendary,Boundary Pokémon,2,Dragon,Ice,3.6,325,1,Turboblaze,700,125,120,90,170,100,95
751,647,Keldeo Ordinary Forme,5,Mythical,Colt Pokémon,2,Water,Fighting,1.4,48.5,1,Justified,580,91,72,90,129,90,108
752,647,Keldeo Resolute Forme,5,Mythical,Colt Pokémon,2,Water,Fighting,1.4,48.5,1,Justified,580,91,72,90,129,90,108
753,648,Meloetta Aria Forme,5,Mythical,Melody Pokémon,2,normal,Psychic,0.6,6.5,1,Serene Grace,600,100,77,77,128,128,90
754,648,Meloetta Pirouette Forme,5,Mythical,Melody Pokémon,2,normal,Fighting,0.6,6.5,1,Serene Grace,600,100,128,90,77,77,128
755,649,Genesect,5,Mythical,Paleozoic Pokémon,2,Bug,Steel,1.5,82.5,1,Download,600,71,120,95,120,95,99
756,650,Chespin,6,Normal,Spiny Nut Pokémon,1,Grass,,0.4,9,2,Overgrow,313,56,61,65,48,45,38
757,651,Quilladin,6,Normal,Spiny Armor Pokémon,1,Grass,,0.7,29,2,Overgrow,405,61,78,95,56,58,57
758,652,Chesnaught,6,Normal,Spiny Armor Pokémon,2,Grass,Fighting,1.6,90,2,Overgrow,530,88,107,122,74,75,64
759,653,Fennekin,6,Normal,Fox Pokémon,1,Fire,,0.4,9.4,2,Blaze,307,40,45,40,62,60,60
760,654,Braixen,6,Normal,Fox Pokémon,1,Fire,,1,14.5,2,Blaze,409,59,59,58,90,70,73
761,655,Delphox,6,Normal,Fox Pokémon,2,Fire,Psychic,1.5,39,2,Blaze,534,75,69,72,114,100,104
762,656,Froakie,6,Normal,Bubble Frog Pokémon,1,Water,,0.3,7,2,Torrent,314,,56,40,62,44,71
763,657,Frogadier,6,Normal,Bubble Frog Pokémon,1,Water,,0.6,10.9,2,Torrent,405,54,63,52,83,56,97
764,658,Greninja,6,Normal,Ninja Pokémon,2,Water,Dark,1.5,40,2,Torrent,530,72,95,67,103,71,122
765,658,Ash-Greninja,6,Normal,Ninja Pokémon,2,Water,Dark,1.5,40,1,Battle Bond,640,72,145,67,153,71,132
766,659,Bunnelby,6,Normal,Digging Pokémon,1,Normal,,0.4,5,3,Pickup,237,38,36,38,32,36,57
767,660,Diggersby,6,Normal,Digging Pokémon,2,Normal,Ground,1,42.4,3,Pickup,423,,56,77,50,77,78
768,661,Fletchling,6,Normal,Tiny Robin Pokémon,2,Normal,Flying,0.3,1.7,2,Big Pecks,278,45,50,43,40,38,62
769,662,Fletchinder,6,Normal,Ember Pokémon,2,Fire,Flying,0.7,16,2,Flame Body,382,62,73,55,56,52,84
770,663,Talonflame,6,Normal,Scorching Pokémon,2,Fire,Flying,1.2,24.5,2,Flame Body,499,78,81,71,74,69,126
771,664,Scatterbug,6,Normal,Scatterdust Pokémon,1,Bug,,0.3,2.5,3,Shield Dust,200,38,35,40,27,25,35
772,665,Spewpa,6,Normal,Scatterdust Pokémon,1,Bug,,0.3,8.4,2,Shed Skin,213,,22,60,27,30,29
773,666,Vivillon,6,Normal,Scale Pokémon,2,Bug,Flying,1.2,17,3,Shield Dust,411,80,52,50,90,50,89
774,667,Litleo,6,Normal,Lion Cub Pokémon,2,Fire,Normal,0.6,13.5,3,Rivalry,369,62,50,58,73,54,72
775,668,Pyroar,6,Normal,Royal Pokémon,2,Fire,Normal,1.5,81.5,3,Rivalry,507,86,68,72,109,66,106
776,669,Flabébé,6,Normal,Single Bloom Pokémon,1,Fairy,,0.1,0.1,2,Flower Veil,303,44,38,39,61,79,42
777,670,Floette,6,Normal,Single Bloom Pokémon,1,Fairy,,0.2,0.9,2,Flower Veil,371,54,45,47,75,98,52
778,671,Florges,6,Normal,Garden Pokémon,1,Fairy,,1.1,10,2,Flower Veil,552,78,65,68,112,154,75
779,672,Skiddo,6,Normal,Mount Pokémon,1,Grass,,0.9,31,2,Sap Sipper,350,66,65,48,62,57,52
780,673,Gogoat,6,Normal,Mount Pokémon,1,Grass,,1.7,91,2,Sap Sipper,531,123,100,62,97,81,68
781,674,Pancham,6,Normal,Playful Pokémon,1,Fighting,,0.6,8,3,Iron Fist,348,67,82,62,46,48,43
782,675,Pangoro,6,Normal,Daunting Pokémon,2,Fighting,Dark,2.1,136,3,Iron Fist,495,95,124,78,69,71,58
783,676,Furfrou,6,Normal,Poodle Pokémon,1,Normal,,1.2,28,1,Fur Coat,472,75,80,60,65,90,102
784,677,Espurr,6,Normal,Restraint Pokémon,1,Psychic,,0.3,3.5,3,Keen Eye,355,62,48,54,63,60,68
785,678,Meowstic Male,6,Normal,Constraint Pokémon,1,Psychic,,0.6,8.5,3,Keen Eye,466,74,48,76,83,81,104
786,678,Meowstic Female,6,Normal,Constraint Pokémon,1,Psychic,,0.6,8.5,3,Keen Eye,466,74,48,76,83,81,104
787,679,Honedge,6,Normal,Sword Pokémon,2,Steel,Ghost,0.8,2,1,No Guard,325,45,80,100,35,37,28
788,680,Doublade,6,Normal,Sword Pokémon,2,Steel,Ghost,0.8,4.5,1,No Guard,448,59,110,150,45,49,35
789,681,Aegislash Blade Forme,6,Normal,Royal Sword Pokémon,2,Steel,Ghost,1.7,53,1,Stance Change,520,,150,50,150,50,60
790,681,Aegislash Shield Forme,6,Normal,Royal Sword Pokémon,2,Steel,Ghost,1.7,53,1,Stance Change,520,60,50,150,50,150,60
791,682,Spritzee,6,Normal,Perfume Pokémon,1,Fairy,,0.2,0.5,2,Healer,341,78,52,60,63,65,23
792,683,Aromatisse,6,Normal,Fragrance Pokémon,1,Fairy,,0.8,15.5,2,Healer,462,101,72,72,99,89,29
793,684,Swirlix,6,Normal,Cotton Candy Pokémon,1,Fairy,,0.4,3.5,2,Sweet Veil,341,62,48,66,59,57,49
794,685,Slurpuff,6,Normal,Meringue Pokémon,1,Fairy,,0.8,5,2,Sweet Veil,480,82,80,86,85,75,72
795,686,Inkay,6,Normal,Revolving Pokémon,2,Dark,Psychic,0.4,3.5,3,Contrary,288,53,54,53,37,46,45
796,687,Malamar,6,Normal,Overturning Pokémon,2,Dark,Psychic,1.5,47,3,Contrary,482,86,92,88,68,75,73
797,688,Binacle,6,Normal,Two-Handed Pokémon,2,Rock,Water,0.5,31,3,Sniper,306,,52,67,39,56,50
798,689,Barbaracle,6,Normal,Collective Pokémon,2,Rock,Water,1.3,96,3,Sniper,500,72,105,115,54,86,68
799,690,Skrelp,6,Normal,Mock Kelp Pokémon,2,Poison,Water,0.5,7.3,3,Poison Point,320,50,60,60,60,60,30
800,691,Dragalge,6,Normal,Mock Kelp Pokémon,2,Poison,Dragon,1.8,81.5,3,Poison Point,494,65,75,90,97,123,44
801,692,Clauncher,6,Normal,Water Gun Pokémon,1,Water,,0.5,8.3,1,Mega Launcher,330,,53,62,58,63,44
802,693,Clawitzer,6,Normal,Howitzer Pokémon,1,Water,,1.3,35.3,1,Mega Launcher,500,71,73,88,120,89,59
803,694,Helioptile,6,Normal,Generator Pokémon,2,Electric,Normal,0.5,6,3,Dry Skin,289,44,38,33,61,43,70
804,695,Heliolisk,6,Normal,Generator Pokémon,2,Electric,Normal,1,21,3,Dry Skin,481,62,55,52,109,94,109
805,696,Tyrunt,6,Normal,Royal Heir Pokémon,2,Rock,Dragon,0.8,26,2,Strong Jaw,362,58,89,77,45,45,48
806,697,Tyrantrum,6,Normal,Despot Pokémon,2,Rock,Dragon,2.5,270,2,Strong Jaw,521,82,121,119,69,59,71
807,698,Amaura,6,Normal,Tundra Pokémon,2,Rock,Ice,1.3,25.2,2,Refrigerate,362,77,59,50,67,63,46
808,699,Aurorus,6,Normal,Tundra Pokémon,2,Rock,Ice,2.7,225,2,Refrigerate,521,123,77,72,99,92,58
809,700,Sylveon,6,Normal,Intertwining Pokémon,1,Fairy,,1,23.5,2,Cute Charm,525,95,65,65,110,130,60
810,701,Hawlucha,6,Normal,Wrestling Pokémon,2,Fighting,Flying,0.8,21.5,3,Limber,500,78,92,75,74,63,118
811,702,Dedenne,6,Normal,Antenna Pokémon,2,Electric,Fairy,0.2,2.2,3,Cheek Pouch,431,67,58,57,81,67,101
812,703,Carbink,6,Normal,Jewel Pokémon,2,Rock,Fairy,0.3,5.7,2,Clear Body,500,50,50,150,50,150,50
813,704,Goomy,6,Normal,Soft Tissue Pokémon,1,Dragon,,0.3,2.8,3,Sap Sipper,300,45,50,35,55,75,40
814,705,Sliggoo,6,Normal,Soft Tissue Pokémon,1,Dragon,,0.8,17.5,3,Sap Sipper,452,,75,53,83,113,60
815,706,Goodra,6,Normal,Dragon Pokémon,1,Dragon,,2,150.5,3,Sap Sipper,600,90,100,70,110,150,80
816,707,Klefki,6,Normal,Key Ring Pokémon,2,Steel,Fairy,0.2,3,2,Prankster,470,57,80,91,80,87,75
817,708,Phantump,6,Normal,Stump Pokémon,2,Ghost,Grass,0.4,7,3,Natural Cure,309,43,70,48,50,60,38
818,709,Trevenant,6,Normal,Elder Tree Pokémon,2,Ghost,Grass,1.5,71,3,Natural Cure,474,85,110,76,65,82,56
819,710,Pumpkaboo Average Size,6,Normal,Pumpkin Pokémon,2,Ghost,Grass,0.4,5,3,Pickup,335,49,66,70,44,55,51
820,710,Pumpkaboo Small Size,6,Normal,Pumpkin Pokémon,2,Ghost,Grass,0.3,3.5,3,Pickup,335,44,66,70,44,55,56
821,710,Pumpkaboo Large Size,6,Normal,Pumpkin Pokémon,2,Ghost,Grass,0.5,7.5,3,Pickup,335,54,66,70,44,55,46
822,710,Pumpkaboo Super Size,6,Normal,Pumpkin Pokémon,2,Ghost,Grass,0.8,15,3,Pickup,335,59,66,70,44,55,41
823,711,Gourgeist Average Size,6,Normal,Pumpkin Pokémon,2,Ghost,Grass,0.9,12.5,3,Pickup,494,65,90,122,58,75,84
824,711,Gourgeist Small Size,6,Normal,Pumpkin Pokémon,2,Ghost,Grass,0.7,9.5,3,Pickup,494,55,85,122,58,75,99
825,711,Gourgeist Large Size,6,Normal,Pumpkin Pokémon,2,Ghost,Grass,1.1,14,3,Pickup,494,75,95,122,58,75,69
826,711,Gourgeist Super Size,6,Normal,Pumpkin Pokémon,2,Ghost,Grass,1.7,39,3,Pickup,494,85,100,122,58,75,54
827,712,Bergmite,6,Normal,Ice Chunk Pokémon,1,Ice,,1,99.5,3,Own Tempo,304,55,69,85,32,35,28
828,713,Avalugg,6,Normal,Iceberg Pokémon,1,Ice,,2,505,3,Own Tempo,514,95,117,184,44,46,28
829,714,Noibat,6,Normal,Sound Wave Pokémon,2,Flying,Dragon,0.5,8,3,Frisk,245,40,30,35,45,40,55
830,715,Noivern,6,Normal,Sound Wave Pokémon,2,Flying,Dragon,1.5,85,3,Frisk,535,,70,80,97,80,123
831,716,Xerneas,6,Legendary,Life Pokémon,1,Fairy,,3,215,1,Fairy Aura,680,126,131,95,131,98,99
832,717,Yveltal,6,Legendary,Destruction Pokémon,2,Dark,Flying,5.8,203,1,Dark Aura,680,126,131,95,131,98,99
833,718,Zygarde 50% Forme,6,Legendary,Order Pokémon,2,Dragon,Ground,5,305,2,Aura Break,600,108,100,121,81,95,95
834,718,Zygarde 10% Forme,6,Legendary,Order Pokémon,2,Dragon,Ground,1.2,33.5,2,Aura Break,486,,100,71,61,85,115
835,718,Zygarde Complete Forme,6,Legendary,Order Pokémon,2,Dragon,Ground,4.5,610,1,Power Construct,708,216,100,121,91,95,85
836,719,Diancie,6,Mythical,Jewel Pokémon,2,Rock,Fairy,0.7,8.8,1,Clear Body,600,,100,150,100,150,50
837,719,Mega Diancie,6,Mythical,Jewel Pokémon,2,Rock,Fairy,1.1,27.8,1,Magic Bounce,700,50,160,110,160,110,110
838,720,Hoopa Hoopa Confined,6,Mythical,Mischief Pokémon,2,Psychic,Ghost,0.5,9,1,Magician,600,80,110,60,150,130,70
839,720,Hoopa Hoopa Unbound,6,Mythical,Djinn Pokémon,2,Psychic,Dark,6.5,490,1,Magician,680,,160,60,170,130,80
840,721,Volcanion,6,Mythical,Steam Pokémon,2,Fire,Water,1.7,195,1,Water Absorb,600,80,110,120,130,90,70
841,722,Rowlet,7,Normal,Grass Quill Pokémon,2,Grass,Flying,0.3,1.5,2,Overgrow,320,68,55,55,50,50,42
842,723,Dartrix,7,Normal,Blade Quill Pokémon,2,Grass,Flying,0.7,16,2,Overgrow,420,78,75,75,70,70,52
843,724,Decidueye,7,Normal,Arrow Quill Pokémon,2,Grass,Ghost,1.6,36.6,2,Overgrow,530,78,107,75,100,100,70
844,725,Litten,7,Normal,Fire Cat Pokémon,1,Fire,,0.4,4.3,2,Blaze,320,45,65,40,60,40,70
845,726,Torracat,7,Normal,Fire Cat Pokémon,1,Fire,,0.7,25,2,Blaze,420,65,85,50,80,50,90
846,727,Incineroar,7,Normal,Heel Pokémon,2,Fire,Dark,1.8,83,2,Blaze,530,95,115,90,80,90,60
847,728,Popplio,7,Normal,Sea Lion Pokémon,1,Water,,0.4,7.5,2,Torrent,320,50,54,54,66,56,40
848,729,Brionne,7,Normal,Pop Star Pokémon,1,Water,,0.6,17.5,2,Torrent,420,60,69,69,91,81,50
849,730,Primarina,7,Normal,Soloist Pokémon,2,Water,Fairy,1.8,44,2,Torrent,530,80,74,74,126,116,60
850,731,Pikipek,7,Normal,Woodpecker Pokémon,2,Normal,Flying,0.3,1.2,3,Keen Eye,265,35,75,30,30,30,65
851,732,Trumbeak,7,Normal,Bugle Beak Pokémon,2,Normal,Flying,0.6,14.8,3,Keen Eye,355,55,85,50,40,50,75
852,733,Toucannon,7,Normal,Cannon Pokémon,2,normal,Flying,1.1,26,3,Keen Eye,485,80,120,75,75,75,60
853,734,Yungoos,7,Normal,Loitering Pokémon,1,normal,,0.4,6,3,Strong Jaw,253,48,70,30,30,30,45
854,735,Gumshoos,7,Normal,Stakeout Pokémon,1,Normal,,0.7,14.2,3,Strong Jaw,418,88,110,60,55,60,45
855,736,Grubbin,7,Normal,Larva Pokémon,1,Bug,,0.4,4.4,1,Swarm,300,47,62,45,55,45,46
856,737,Charjabug,7,Normal,Battery Pokémon,2,Bug,Electric,0.5,10.5,1,Battery,400,57,82,95,55,75,36
857,738,Vikavolt,7,Normal,Stag Beetle Pokémon,2,Bug,Electric,1.5,45,1,Levitate,500,77,70,90,145,75,43
858,739,Crabrawler,7,Normal,Boxing Pokémon,1,Fighting,,0.6,7,3,Hyper Cutter,338,47,82,57,42,47,63
859,740,Crabominable,7,Normal,Woolly Crab Pokémon,2,Fighting,Ice,1.7,180,3,Hyper Cutter,478,97,132,77,62,67,43
